Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
베스트 아이템 카테고리 개편 요청,"'@thermosgroup @soohyun 수현 팀장님 일정 미팅씨 말씀 나눴던 베스트 아이템 카테고리 개편 관련 요청 사항 공유드립니다. <br>
2가지 방향으로 정리했으며 별도 비용 없이 유지보수 내에서 해결될 수 있는 수준으로 개편되었으면 합니다. <br>
첨부파일에 정리한 2가지 중 가능한 방향으로 제안 부탁드리며 좋은 방향 있다면 선제안 주셔도 무방합니다. <br>
*베스트 메뉴 클릭 시 카테고리 별로 나열되었으면 합니다. 문의 사항 있으면 말씀주세요.<br>
[240311_공식몰_베스트메뉴_카테고리_리뉴얼.pptx](/uploads/b0532c3f8a492257d07e96317fc4fadd/240311_공식몰_베스트메뉴_카테고리_리뉴얼.pptx)",291,https://git.innerviewit.com/root/thermos/-/issues/291,Open,um seung hyun,ush,"","",No,No,2024-04-15,2024-03-12 09:21:59,2024-06-24 14:49:13,,,,완료,0,0
[개발] 앱 api 업데이트 관련,"'@KIM @ush @thermosgroup <br>
앱 API 업데이트 관련하여 작업 완료되어 전달드립니다.<BR>
해당 부분에 대한 라이브 일정 확인 부탁드리겠습니다.<BR>
라이브시에는 오류가 없는지 정상적으로 작동하는지 등에 관하여 모니터링 진행할 예정이오니 참고 부탁드리겠습니다.",292,https://git.innerviewit.com/root/thermos/-/issues/292,Closed,Park Soohyun,soohyun,"","",No,No,,2024-03-18 12:37:38,2024-07-22 08:51:45,2024-07-22 08:51:45,,,완료,0,0
개인화 페이지 개발 관련 문의 사항,"'@thermosgroup @soohyun 수현 팀장님 일전 말씀드렸던 개인화 페이지 개발 관련 방향성이 내부에서 정리되어 문의 사항 및 요청 사항 드립니다. 미팅 전 공유드리니 확인 후 정기 미팅에서 관련 내용 협의했으면 합니다.
<br>
[요청 사항]
1. 첨부파일 확인 후 견적 산출 부탁드립니다. <br> 
   ㄴ견적 확인 후 진행 여부 및 개발 수준 최종 픽스 하겠습니다. <br>
2. 어느 범위까지 실현 가능할지 체크 부탁드립니다. 

[240319_개인화_페이지_운영안_에이전시_공유.pptx](/uploads/43586f54a7ad9fd68d499260d44c8550/240319_개인화_페이지_운영안_에이전시_공유.pptx)",293,https://git.innerviewit.com/root/thermos/-/issues/293,Open,um seung hyun,ush,"","",No,No,,2024-03-19 10:36:14,2024-09-25 11:57:14,,,,진행중,0,0
회원 혜택 페이지 디자인 리뉴얼 요청,"'@soohyun @thermosgroup 수현 팀장님 회원 혜택 페이지 디자인 리뉴얼 요청 드립니다.<br>
각 시안마다 테마 및 레퍼런스 있으니 첨부 파일 확인 후 2개 시안으로 제안 부탁드립니다. <br>
혹시 없는 아트웍있으면 말씀주세요. <br>
4/1 라이브 할 수 있을지 스케줄 확인 부탁드리며 4/1 이후 라이브 가능하다면 아래 TKFA / TKFB 먼저 삭제 부탁드립니다.<br>
![image](/uploads/6352dbf65e0320b8b5b6d6f9244c2252/image.png)

[240319_공식몰전용상품_디자인_리뉴얼.pptx](/uploads/72b3f5698d33d6a35d608085300b101f/240319_공식몰전용상품_디자인_리뉴얼.pptx)
[240319_공식몰전용상품_수정요청_에이전시_공유.xlsx](/uploads/0211cfa490b889d784fc08d492bfffd7/240319_공식몰전용상품_수정요청_에이전시_공유.xlsx)",294,https://git.innerviewit.com/root/thermos/-/issues/294,Closed,um seung hyun,ush,"","",No,No,,2024-03-19 13:35:03,2024-04-08 07:59:47,2024-04-08 07:59:47,,,완료,0,0
개인정보처리 방침 업데이트 요청,"'@soohyun @thermosgroup 수현 팀장님 개인정보처리 방침 업데이트 요청드립니다. <br>
개인정보처리방침은 4/1(월) 수정해주시고, 관련 공지사항은 3/22(금) 등록해주시면 됩니다. 
[240320_개인정보처리_방침_업데이트fin.pptx](/uploads/d8c90f06491034139dfc247420bd952e/240320_개인정보처리_방침_업데이트fin.pptx)",295,https://git.innerviewit.com/root/thermos/-/issues/295,Closed,um seung hyun,ush,"","",No,No,,2024-03-20 10:18:16,2024-04-04 10:10:09,2024-04-04 10:10:09,,,완료,0,0
고객상담실 운영시간 변경 안내 팝업 제작 요청 (03/22),"'@thermosgroup @soohyun 수현 팀장님 고객상담실 단축 운영 관련 팝업 세팅 요청드립니다. <br>   
노출 위치: PC/MO 메인페이지 *스마트스토어 포함<br>
*앞으로 당일 짧은 시간 노출되는 공지건은 메인 페이지만 노출하도록 하겠습니다.<br>  
기간:2024.03.26(화) 10:00 ~ 17:00<br>  
타이틀: 고객상담실 운영시간 변경 안내<br>  
내용:<br>  
3/26(화) CS 교육으로<br>
고객상담실이 아래와 같이 단축 운영됩니다.<br>
운영 시간 외 전화 상담이 어렵습니다.<br>
고객님의 너른 이해 부탁드립니다.<br>
<br>
단축 운영 시간: 10:00 ~ 12:30<br>  
*게시판 문의 접수는 언제든지 가능합니다.<br> 
게시글 남겨주시면 최대한 빠르게 답변드리겠습니다.",296,https://git.innerviewit.com/root/thermos/-/issues/296,Closed,um seung hyun,ush,"","",No,No,,2024-03-22 11:18:04,2024-03-27 08:35:26,2024-03-27 08:35:26,,,완료,0,0
딘종 소모품 상세페이지 수정 요청,"'@soohyun @thermosgroup 수현 팀장님, 소모품 단종건으로 인한 상페이지 내 이미지 삭제 요청드립니다. <br>
일부는 제가 HTML로 수정했는데, 몇 개 품목에서 썸네일 수정과 배열이 틀어져 부득이하게 요청드립니다. <br>
썸네일 지정 컬러 작업 요청사항에 기재했고 JCB의 경우 부품이 삭제되니 품목 정보, 제조정보도 함께 삭제 부탁드립니다. 작업 후 인폼 주세요. <br>
[240322_소모품_상세페이지_삭제_요청_에이전시_공유.xlsx](/uploads/503520534d6caea2f3e6bd99c550933a/240322_소모품_상세페이지_삭제_요청_에이전시_공유.xlsx)
<br>
![image](/uploads/41357ca7f00ebf4bfd691e07a8a78fda/image.png)",297,https://git.innerviewit.com/root/thermos/-/issues/297,Closed,um seung hyun,ush,"","",No,No,,2024-03-22 16:37:34,2024-03-27 08:35:15,2024-03-27 08:35:15,,,완료,0,0
[4월] 이너뷰 일정 공유,"",298,https://git.innerviewit.com/root/thermos/-/issues/298,Closed,Park Soohyun,soohyun,"","",No,No,,2024-04-02 17:23:42,2024-05-02 08:41:40,2024-05-02 08:41:40,,,공지,0,0
개인정보처리 방침 업데이트 요청,"'@ush @thermosgroup <br><br>
[메일 내용 공유]<br>
사전 공지 : 4/8(월) 업데이트<br>
개인정보처리방침 : 4/15(월) 업데이트<br><br>[240403_개인정보처리_방침_업데이트.pptx](/uploads/120ddc08095fee68daa9aad36aeb4bec/240403_개인정보처리_방침_업데이트.pptx)",299,https://git.innerviewit.com/root/thermos/-/issues/299,Closed,Park Soohyun,soohyun,"","",No,No,,2024-04-03 10:06:04,2024-04-15 11:28:03,2024-04-15 11:28:03,,,완료,0,0
회원 혜택 메인 롤링 배너 수정 요청,"'@ush @thermosgroup <br><br>
리뉴얼된 컨셉 유지하여 배너 수정 요청<br>
직관적인 정보 노출을 위해 텍스트는 유지하고 화살표 표시한 영역에 [THERMOS DAY] 삽입 요청<br><br>
![image](/uploads/f53093c87829aedcce717673266b0cde/image.png)",300,https://git.innerviewit.com/root/thermos/-/issues/300,Closed,Park Soohyun,soohyun,"","",No,No,,2024-04-03 10:16:30,2024-04-04 10:09:32,2024-04-04 10:09:32,,,완료,0,0
자사몰 메타태그 확인 요청_슬로건 삭제,"'@soohyun @thermosgroup 수현 팀장님, 자사몰 메타태그 확인 후 슬로건(당신의 온도) 삭제 부탁드립니다. <br>
현재 공통 페이지 SEO 설정은 아래 이미지와 같이 세팅 되어있으나 일부 카테고리와 메뉴에 예전 슬로건이 남아있는 듯 합니다.<br>
[잘 채우고 잘 비우는 일상의 루틴, 써모스 ㅣ 텀블러 보온병 제품을 만나보세요] 문구로 잡아주세요.
![image](/uploads/af2e7af7cb4fed7622877b957aec6e8c/image.png)

![image](/uploads/c71c16667a0111463c9bf51166be8aac/image.png)
![image](/uploads/84d64feef88d960e83ddcd7a3cc2b913/image.png)",301,https://git.innerviewit.com/root/thermos/-/issues/301,Closed,um seung hyun,ush,"","",No,No,,2024-04-04 10:29:26,2024-04-19 14:05:55,2024-04-19 14:05:55,,,완료,0,0
네이버 스마트스토어  롤링배너 이미지 제작 요청,"'@soohyun @thermosgroup 수현 팀장님 네이버 스마트스토어  롤링배너 이미지 제작 요청 드립니다. 자세한 사항은 하단 요청서 확인 부탁드립니다. <br>
*사이즈 및 마감 일정 ppt 확인 <br>
[240404_네이버_스토어_롤링배너_요청서_찐리뷰_.pptx](/uploads/cea22604db9eac9997b9f8e6ff52d07f/240404_네이버_스토어_롤링배너_요청서_찐리뷰_.pptx) <br>
[리뷰_소스.zip](/uploads/6e620be9ef26126c1b0faea5724a84c1/리뷰_소스.zip)",302,https://git.innerviewit.com/root/thermos/-/issues/302,Closed,um seung hyun,ush,"","",No,No,2024-04-09,2024-04-04 11:55:07,2024-04-12 10:54:11,2024-04-12 10:54:10,,,완료,0,0
상세페이지 슬로건 삭제 요청 건,"'@soohyun @thermosgroup 수현 팀장님, 미팅 시 말씀드렸던 슬로건 삭제 작업 리스트 공유드립니다. <br>
슬로건 삭제와 더불어 슬로건이 암시되는 브랜드 정보 영역도 함께 수정되어야 합니다.<br>
다만, 브랜드 정보 영역 카피라이팅이 필요하여 차주쯤 드릴 수 있습니다. 리스트 확인 후 수정 타임테이블 공유 부탁드립니다. 순차적으로 라이브해 주셔도 무방합니다.<br>  
타임테이블 잡아주시면 이너뷰에 없는 상세페이지 psd 및 수정될 부분 잡아서 순차적으로 공유 드릴게요.<br> 
+) 이번 리바이즈 하면서 추후 수정할 수 있는 가능성을 고려하여 배너 타입으로 제작하여 수정에 공수를 덜고자 합니다.  

[240404_브랜드_슬로건_리바이즈.xlsx](/uploads/686adb080b4381b5b0ee090fde048179/240404_브랜드_슬로건_리바이즈.xlsx)",303,https://git.innerviewit.com/root/thermos/-/issues/303,Closed,um seung hyun,ush,Park Soohyun,soohyun,No,No,2024-05-10,2024-04-05 16:46:32,2024-09-09 11:15:16,2024-09-09 11:15:16,,,완료,0,0
주문서 페이지 커스텀 가능 여부 확인,"'@soohyun @thermosgroup 수현 팀장님 5월 동아사이언스와 바터 이벤트를 기획 중에 있습니다. 관련하여 아래 내용 가능 여부 확인 부탁드립니다. <br>
1. 마이디자인보틀 구매 고객 중 개인정보 이전을 동의한 구매자 대상 추첨을 통해 동아사이언스 2개월 정기 구독권 증정<br>
   ㄴ 고객이 직접 공지사항으로 들어와 개인정보 이전에 동의를 해야 하는 프로세스가 있어 관련 내용을 짚어줘야 합니다.<br>
   ㄴ 주문서 페이지에서 아래 내용처럼 **회원대상, 마이디자인 시리즈 구매자 한정으로** 커스텀 가능할까요?<br>
   *문구는 가안으로 잡았으니 참고만 해주세요.
![image](/uploads/2406a3bb24d7f8e84600005798d01eb5/image.png)",304,https://git.innerviewit.com/root/thermos/-/issues/304,Closed,um seung hyun,ush,"","",No,No,,2024-04-11 16:53:57,2024-06-21 07:49:07,2024-06-21 07:49:07,,,완료,0,0
고객상담실 운영 관련 팝업 제작 요청 (0412),"'@soohyun @thermosgroup 수현 팀장님 가끔 시스템 오류로 고객상담실 전화가 불통이 되는 상황이 발생합니다. <br>
관련하여 고객상담실 불가 안내 팝업 메세지 세팅 후 상황에 따라 저희측에서 on/off 하겠습니다.<br> 
아래 내용 확인 부탁드립니다.<br> 
* 팝업 제목은 알아보기 쉽게 [● 고객상담실 시스템 장애 안내]로 세팅 부탁드립니다.<br>
<br>
노출 위치: PC/MO 메인페이지 *스마트스토어 포함<br>
*메인 페이지만 노출<br>
타이틀: 고객상담실 시스템 장애 안내<br>
내용:<br>
현재 고객상담실의 전화상담 시스템 오류로 인해<br>
상담원 연결이 원활하지 않습니다.<br>
<br>
시스템 정상화를 위해 노력하고 있사오니<br>
고객 여러분의 양해 부탁 드립니다.<br>
이용에 불편을 드린 점 대단히 죄송합니다.<br>
<br>
게시판 문의 접수는 언제든지 가능합니다.<br>
게시글 남겨주시면 최대한 빠르게 답변드리겠습니다.<br>",305,https://git.innerviewit.com/root/thermos/-/issues/305,Closed,um seung hyun,ush,"","",No,No,,2024-04-12 11:03:31,2024-04-12 16:27:23,2024-04-12 16:27:23,,,완료,0,0
JCB 상세 페이지 제품명 수정 + 문의 사항,"'@thermosgroup @soohyun 수현 팀장님 JCB-350KC 상세페이지 중 아래 제품명 오류가 있습니다. 빠르게 수정 후 수정 부탁드립니다. <br> 
*psd / jpg 파일도 공유 부탁드립니다. <br>
히스토리를 보니 저희 [제로퍼제로 앞뒤 제품 리바이즈](https://www.figma.com/file/alYs7KOGYI0Q0w8Ud59TT1/%5B%EC%8D%A8%EB%AA%A8%EC%8A%A4%5D-2024-%EB%94%94%EC%9E%90%EC%9D%B8-(Shared-ver)?type=design&node-id=86-2&mode=design&t=AhEftbo0icq6LUSJ-0) 할 때 오류가 발생했더라구요 상페 리바이즈 할때 상단 영역만 수정했는데 아래 이미지 오류가 발생할 수 있나요? <br>
 
![image](/uploads/4233dc3cf0faba0a72fc2daf845ef903/image.png)",306,https://git.innerviewit.com/root/thermos/-/issues/306,Closed,um seung hyun,ush,"","",No,No,,2024-04-15 12:10:06,2024-04-15 15:05:22,2024-04-15 15:05:22,,,완료,0,0
공식몰 메인 페이지 기능 개발 가능 여부 확인 요청,"'@soohyun @thermosgroup 수현 팀장님, 아래 내용 확인 부탁드립니다.<br> 
1. 메인 페이지 상단 (배너 바로 아래) 아래 이미지처럼 기획전 끝나는 시점 보이게 가능할까요?<br>
2. 해당 기능 개발 진행 된다면 유지보수 내에서 가능할지 확인 부탁드립니다.<br>

![image](/uploads/868aa2f0ff766e635e8c8ae436647a4f/image.png)",307,https://git.innerviewit.com/root/thermos/-/issues/307,Closed,um seung hyun,ush,"","",No,No,,2024-04-16 13:27:59,2024-07-17 09:21:41,2024-07-17 09:21:41,,,완료,0,0
유지보수 잔여 작업 관련 구글 시트 생성 요청 건,"'@soohyun @thermosgroup 수현 팀장님 어제 유선상으로 말씀 나눈 유지보수 잔여 작업 관련 구글 시트 생성 관련하여 아래 내용 확인 부탁드립니다. <br>
1. 작업 리스트 생성 시 룸이 얼마나 남았는지 확인할 수 있도록 시트 생성 부탁드립니다. <br>
2. 어제 유지보수 룸이 얼마 안남았다고 말씀 주셔서 금일 오전 상세페이지 리바이즈 모두 홀딩 요청 드렸습니다. (4월 중 반드시 진행되어야 하는 작업 1건이 있습니다.)",308,https://git.innerviewit.com/root/thermos/-/issues/308,Closed,um seung hyun,ush,"","",No,No,,2024-04-17 09:08:59,2024-05-02 08:40:41,2024-05-02 08:40:41,,,완료,0,0
상세페이지 납품 관련 스케줄 공유,"'@thermosgroup @soohyun 수현 팀장님 지금 러닝중인 상세페이지 및 납품 시기가 모두 달라 정리가 필요할 것 같습니다. 아래 일정 참고 부탁드립니다. <br>

- 4/17(수) 
  24SS 2차 런칭 상세페이지 (JPG / PSD) *오류로 인해 금일 중 다시 납품 예정

- 5월 초 
  푸고 모델 컷 삭제한 상세페이지 납품 (JPG / PSD)  *8월 라이브

- 6월 초
  당신의 온도 슬로건 및 브랜드 정보 영역 수정 상세페이지 납품 (JPG)

- 8월 중순
  당신의 온도 슬로건 및 브랜드 정보 영역 수정 상세페이지 납품 (PSD)

- 9월 JNL 신규 컬러 런칭 후 브랜드 정보 영역 이미지 변경 예정 (PSD, JPG 납품 일정 조율 필요) 
  ㄴ9월 라이브 되어야 하니 해당 작업은 7월 정도부터 진행되면 됩니다.",309,https://git.innerviewit.com/root/thermos/-/issues/309,Open,um seung hyun,ush,"","",No,No,,2024-04-17 16:52:08,2024-07-17 10:01:17,,,,,0,0
가비아 SSL 보안 서버 인증서 갱신 관련 공유 건,"'@thermosgroup @soohyun 수현 팀장님 금일 오전 도메인 2개 갱신했습니다. <br>
1. tkr-ec-sales.kr <br>
2. tkr-ec.kr <br>
1번 도메인 인증서/키/체인 파일 공유 드리겠습니다. <br>
2번 도메인은 이경민 대표님 메일로 전송 되었습니다. 참고 부탁드리고 해당 도메인 소유자 관리자 저희쪽으로 변경하려 하는데 문제 없을까요?<br>
![image](/uploads/ad0e7bdc65dbb90feca980033f8692f4/image.png)",310,https://git.innerviewit.com/root/thermos/-/issues/310,Closed,um seung hyun,ush,"","",No,No,,2024-04-18 11:29:55,2024-04-25 11:53:59,2024-04-25 11:53:59,,,완료,0,0
공식몰 모델명으로 소모품 찾기 오류 건,"'@thermosgroup @soohyun 수현 팀장님, 공식몰 모델명으로 소모품 찾기 검색이 불가합니다. 해당 오류 확인 부탁드립니다.",311,https://git.innerviewit.com/root/thermos/-/issues/311,Closed,um seung hyun,ush,"","",No,No,,2024-04-18 16:13:26,2024-04-19 07:47:12,2024-04-19 07:47:12,,,완료,0,0
네이버 스마트스토어 선발매 제품 등록 관련 안내 사항 공유,"'@thermosgroup @soohyun 수현 팀장님, 네이버 신상위크 관련하여 네이버 쪽으로 제품 코드를 먼저 공유해야 합니다. 관련하여 아래 사항 확인 부탁드립니다.<br> 
* 4/23 퍼블 전달 예정이라 해당 내용 상관없을 것 같은데 혹시나 하여 인폼 드립니다. <br>
1. 4/24까지 스마트스토어에 JOR-250K, JOR-350K, JOR-500K / TKHA-600K, TKHA-720K, TKHA-1000K / TKHA-600KC 7개 제품 등록 부탁드립니다.<br>
2. 제품 코드만 확인하면 되는 부분이라 상세페이지까지 등록하지 않으셔도 무방합니다. <br>",312,https://git.innerviewit.com/root/thermos/-/issues/312,Closed,um seung hyun,ush,"","",No,No,,2024-04-19 11:15:37,2024-07-17 09:23:24,2024-07-17 09:23:24,,,완료,0,0
5월 진행 예정 유지보수 리스트 공유,"'@soohyun @thermosgroup 수현 팀장님, 5월 유지보수 예정 리스트 공유 드립니다. 업무에 참고 부탁드립니다. 5월 시트 생성해 주실 때 참고 부탁드립니다.<br>
5월도 잘 부탁드립니다. <br>
<br>
1.JNL-504K 상세페이지 문구 수정 (1줄) _ PSD,JPG 납품 필요<br>
2.JOK,JDS 고객 리뷰 추가 _ PSD,JPG 납품 필요<br>
3.상세페이지 슬로건, 브랜드 정보 리바이즈 일부 작업<br> 
4.개인정보처리방침 업데이트<br>",313,https://git.innerviewit.com/root/thermos/-/issues/313,Closed,um seung hyun,ush,"","",No,No,,2024-04-19 14:20:10,2024-06-03 15:08:53,2024-06-03 15:08:53,,,,0,0
스마트스토어 신제품 판매 상태 관련 변경 이슈,"'@soohyun @thermosgroup 수현 팀장님, 네이버 스마트스토어 신상품 코드 관련 협조 요청드립니다. 이너뷰에서 마켓플러스 사용하여 작업시 판매중지 상품이 판매중 값으로 활성화되어 지속적으로 신제품이 판매중으로 변경되는 이슈가 있습니다. 런칭 전 신제품 작업 후 스마트스토어에서 판매OFF 크로스체크 부탁드립니다. <br>

![image](/uploads/4bf4bc8a3028a48c82e8fd16ab462ff8/image.png)
![image](/uploads/8c9cc69fd3e670ce04eaa5c286f0d473/image.png)",314,https://git.innerviewit.com/root/thermos/-/issues/314,Open,um seung hyun,ush,"","",No,No,,2024-04-24 09:45:50,2024-04-25 11:59:52,,,,,0,0
JCW 소모품 컵 업데이트 요청,"'@soohyun @thermosgroup 수현 팀장님, JCW 컵이 소모품으로 추가 판매됨에 따라 소모품 업데이트 부탁드립니다. <br>
자세한 사항은 PPT 파일 및 엑셀파일 참고 부탁드리며 스케줄 공유 부탁드립니다.<br>
- 라이브일정: 5/16(목) <br>
[240429_EC_CJW_소모품_업데이트..pptx](/uploads/c1ab425231a6911531d6d5f72372f990/240429_EC_CJW_소모품_업데이트..pptx)",315,https://git.innerviewit.com/root/thermos/-/issues/315,Closed,um seung hyun,ush,"","",No,No,,2024-04-29 10:14:54,2024-06-14 17:29:22,2024-06-14 17:29:22,,,완료,0,0
카페24 제품 소비자가 관련 문의 사항,"'@soohyun @thermosgroup 수현 팀장님, 카페24 등록된 상품 중 판매가와 소비자가가 다른 제품이 있습니다. 현재 가격이 다른 제품은 소모품 일부(JNT 음용구, 푸고 프리미엄 뉴트럴 시리즈 바닥커버 등)입니다만, 저희가 제품 등록된 가격 기준으로 제품 구매 부스팅을 하는 알림톡 발송하는 업무가 진행되어 전체적인 체크가 필요합니다. 관련 내용 확인 부탁드립니다. 
![image](/uploads/de5bde6b2a179a7961424206c5a31c9f/image.png)",316,https://git.innerviewit.com/root/thermos/-/issues/316,Closed,um seung hyun,ush,"","",No,No,,2024-04-29 14:41:33,2024-06-14 17:29:34,2024-06-14 17:29:34,,,완료,0,0
5월 개인정보처리방침 업데이트 요청 (4/29),"'@soohyun @thermosgroup 수현 팀장님 5월 개인정보처리방침 업데이트 요청 드립니다. <br>
공지사항은 5/20(월), 개인정보처리방침은 5/27(월) 업데이트 부탁드립니다.<br>
[240429_개인정보처리_방침_업데이트.pptx](/uploads/59301942de054577d3d0434b6ac6fb16/240429_개인정보처리_방침_업데이트.pptx)",317,https://git.innerviewit.com/root/thermos/-/issues/317,Closed,um seung hyun,ush,"","",No,No,,2024-04-29 15:10:07,2024-06-03 15:09:25,2024-06-03 15:09:25,,,완료,0,0
써모스 VIS 디자인 메뉴얼 공유 건,"'@soohyun @thermosgroup 수현 팀장님 써모스 VIS 디자인 매뉴얼이 개정되었습니다. <br>
기존 보유하고 있는 매뉴얼은 폐기해 주시고 해당 매뉴얼 활용해 주세요.<br>

[THERMOS_BI_RGB.AI](/uploads/95343fbb760c52e1295f3d318fd1d368/THERMOS_BI_RGB.AI)

[THERMOS_회사명로고_RGB.AI](/uploads/ae2b081d9a4bafa8990ce895c283cb16/THERMOS_회사명로고_RGB.AI)

[THERMOS_BI_CMYK.AI](/uploads/e3f139c8951aeeb0e8cd277e0f011545/THERMOS_BI_CMYK.AI)

[써모스_VIS_디자인_매뉴얼_Ver.1_사외용발췌판.pdf](/uploads/8befeb5868248ec90182a9ca2367a786/써모스_VIS_디자인_매뉴얼_Ver.1_사외용발췌판.pdf)",318,https://git.innerviewit.com/root/thermos/-/issues/318,Closed,um seung hyun,ush,"","",No,No,,2024-05-03 11:04:47,2024-05-07 07:44:28,2024-05-07 07:44:28,,,,0,0
[공유] 구글 태그 매니저 이슈 전달,"'@ush @thermosgroup <BR>
구글 태그 매니저 관련하여 전달 받은 피드백에 따라, 코드 수정해두었습니다.<BR>
추가 수정해두어, 현재 정상적으로 작동한다고 구글측에 확인받아 공유드립니다. 참고 부탁드리겠습니다.",319,https://git.innerviewit.com/root/thermos/-/issues/319,Closed,Park Soohyun,soohyun,"","",No,No,,2024-05-03 15:44:37,2024-07-17 09:23:39,2024-07-17 09:23:39,,,완료,0,0
소모품 주기 알림톡 미발송 관련 확인 사항,"'@soohyun @thermosgroup 수현 팀장님, 미발송 되었던 인원은 5/8(수) 수동으로 발송해주시고 동일 메시지 중복으로 나가지 않게 체크해주세요. <br>
미발송 오류 원인도 확인 후 공유 부탁드립니다.",320,https://git.innerviewit.com/root/thermos/-/issues/320,Closed,um seung hyun,ush,"","",No,No,,2024-05-07 07:46:37,2024-06-14 17:29:12,2024-06-14 17:29:12,,,완료,0,0
신제품 마개 작업 가이드 공유 건,"'@soohyun @thermosgroup 수현 팀장님, 신제품 소모품-마개 작업 가이드 공유드립니다. 지금 라이브되어 있는 소모품들을 다시 살펴본 결과 당사에서 기획 방향에 따라 제품별로 스폐셜 케이스가 워낙 많다 보니 추후 작업 가이드를 조금 더 자세하게 작성해서 드리는 방향으로 정리하겠습니다. <br>
마개를 제외한 다른 소모품들은 특별히 가이드 필요 없을 것으로 판단되어 마개만 공유드립니다. <br>
[240426_소모품_퍼블_가이드.pptx](/uploads/77ac4fa864909b55b56a29637640ea4d/240426_소모품_퍼블_가이드.pptx)",321,https://git.innerviewit.com/root/thermos/-/issues/321,Closed,um seung hyun,ush,"","",No,No,,2024-05-07 08:49:00,2024-09-09 11:15:57,2024-09-09 11:15:57,,,,0,0
스마트스토어 제품 썸네일 식세기 마트 추가 요청,"'@thermosgroup @soohyun 수현 팀장님, 스마트스토어 식세기 가능 제품 썸네일 딱지 누락되어 있습니다. 추가 부탁드립니다.
![image](/uploads/755f3c37b52594f4485bcf557c7aaca9/image.png)",322,https://git.innerviewit.com/root/thermos/-/issues/322,Closed,um seung hyun,ush,"","",No,No,,2024-05-07 09:00:04,2024-05-16 09:51:04,2024-05-16 09:51:04,,,완료,0,0
[5월] 이너뷰 일정 공유,"",323,https://git.innerviewit.com/root/thermos/-/issues/323,Closed,Park Soohyun,soohyun,"","",No,No,,2024-05-07 10:34:10,2024-06-03 15:09:02,2024-06-03 15:09:02,,,공지,0,0
쇼핑 큐레이션 서비스 연장 관련 문의,"'@soohyun @thermosgroup 수현 팀장님,쇼핑 큐레이션 저희가 사용하고 있는 부가서비스인가요?
![image](/uploads/e20bdad3d76b4f47a02865032d7be28c/image.png)",324,https://git.innerviewit.com/root/thermos/-/issues/324,Closed,um seung hyun,ush,"","",No,No,,2024-05-08 15:41:11,2024-05-16 09:50:50,2024-05-16 09:50:50,,,답변완료,0,0
창립기념일 관련 팝업 세팅 요청 (5/9),"'@thermosgroup @soohyun 수현 팀장님 창립기념일 관련 팝업 세팅 요청드립니다. <br>
<br>
노출 위치: PC/MO 메인페이지,상세페이지 *스마트스토어 포함<br>
기간:2024.05.16(목) 11:00 ~ 05.20(월) 11:00<br>
타이틀: 창립기념일 휴무 안내<br>
내용:<br>
당사 창립기념일 휴무로 인해 5/16(목) 11시 이후 주문해 주신 상품은<br>
5/20(월) 순차 출고되며, 해당 기간 동안 전화상담이 어렵습니다.<br>
<br>
고객님들의 너른 이해 부탁드립니다.<br> 
<br>
고객상담실 휴무기간 5/17(금)
<br>
게시판 문의 접수는 언제든지 가능합니다.<br>
게시글 남겨주시면 최대한 빠르게 답변드리겠습니다.<br>",325,https://git.innerviewit.com/root/thermos/-/issues/325,Closed,um seung hyun,ush,"","",No,No,,2024-05-09 11:45:31,2024-06-03 15:09:15,2024-06-03 15:09:15,,,완료,0,0
24SS 5월 네이버 선런칭 제품 정품등록 서비스 문의 사항,"'@soohyun @thermosgroup 수현 팀장님 5/9 네이버에서 선렁칭함에 따라 정품등록 서비스도 함께 운영되어야 합니다. <br>
선런칭 제품들 [판매안함]에서 [판매함]으로 돌려도 문제없을까요? 카페24에 제품 등록은 되어있는데 정품등록이 안되는 이유가 [판매안함]으로 설정되어 있어서 안되는게 맞나요? ^^;;",326,https://git.innerviewit.com/root/thermos/-/issues/326,Closed,um seung hyun,ush,"","",No,No,,2024-05-13 08:29:06,2024-07-17 09:30:20,2024-07-17 09:30:20,,,답변완료,0,0
5/20 선물하기 알림톡 발송 오류 확인 요청,"'@thermosgroup 20240520-0005539 주문번호 선물하기 알림톡이 발송되지 않아 확인 요청드립니다. <br>
하기 내용 확인하여 오류 체크 및 수동 알림 발송 부탁드립니다.
<br>
https://thermoskorea.cafe24.com/admin/php/shop1/s_new/order_detail.php?order_id=20240520-0005539%20%20%20%20%20%20%20%20&menu_no=10393&bIsPinpointSearch=T <br>
<br>
- 주문번호 : 20240520-0005539
<br>- 수령 고객명 : 이민영
<br>- 수령 연락처 : 010-6348-8534
<br>
<br>루나소프트 발송내역 조회결과
![image](/uploads/c2352f0e7cd3dc6cf48dc5d43800342c/image.png)",327,https://git.innerviewit.com/root/thermos/-/issues/327,Closed,Jiyoun Kim,KIM,"","",No,No,2024-05-20,2024-05-20 15:29:14,2024-06-14 17:29:02,2024-06-14 17:29:02,,,완료,0,0
